seed,method_name,gamma_used,iteration,metric_value,env_name,experiment_type
42,discounting_free_vanilla_exact,avg,0,17.722796226859085,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,1,28.363481131234636,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,2,29.346743147080765,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,3,29.458003234169468,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,4,29.495371926530794,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,5,29.512705942000103,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,6,29.525613535299073,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,7,29.53770467843124,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,8,29.549277185496273,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,9,29.560099597924243,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,10,29.570020542377442,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,11,29.5790106056712,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,12,29.58711358359598,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,13,29.594405977255335,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,14,29.60097379097164,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,15,29.606901054223574,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,16,29.612264855842312,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,17,29.617133703221704,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,18,29.62156747358788,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,19,29.62561806189069,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,20,29.6293302783061,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,21,29.632742781098944,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,22,29.635888949192182,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,23,29.63879765804669,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,24,29.641493951151947,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,25,29.643999612511337,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,26,29.64633365072718,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,27,29.648512706654376,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,28,29.650551396162896,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,29,29.652462598375294,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,30,29.65425769834961,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,31,29.65594679180503,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,32,29.657538858245623,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,33,29.65904190776028,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,34,29.6604631058647,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,35,29.66180887999122,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,36,29.663085010603858,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,37,29.66429670939868,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,38,29.665448686625602,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,39,29.666545209220196,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,40,29.667590151148673,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,41,29.668587037135588,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,42,29.669539080751534,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,43,29.670449217679376,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,44,29.671320134847253,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,45,29.67215429600784,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,46,29.67295396425419,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,47,29.67372122188697,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,48,29.674457987986596,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,49,29.675166033990326,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,50,29.67584699753207,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,51,29.676502394764466,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,52,29.677133631352916,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,53,29.67774201230409,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,54,29.67832875076983,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,55,29.678894975948197,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,56,29.67944174018681,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,57,29.679970025380925,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,58,29.68048074874571,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,59,29.68097476803288,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,60,29.68145288625268,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,61,29.681915855954824,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,62,29.682364383115626,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,63,29.682799130672585,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,64,29.68322072174321,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,65,29.683629742560036,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,66,29.68402674515115,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,67,29.68441224979069,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,68,29.68478674724257,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,69,29.685150700817122,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,70,29.685504548258706,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,71,29.685848703480076,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,72,29.686183558157843,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,73,29.686509483201995,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,74,29.686826830110405,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,75,29.687135932219284,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,76,29.687437105858177,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,77,29.687730651418384,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,78,29.688016854341853,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,79,29.688295986037552,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,80,29.688568304731504,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,81,29.68883405625577,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,82,29.68909347478173,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,83,29.689346783501755,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,84,29.689594195264036,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,85,29.68983591316373,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,86,29.690072131094176,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,87,29.69030303426124,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,88,29.69052879966349,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,89,29.690749596541124,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,90,29.690965586795638,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,91,29.691176925382663,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,92,29.69138376067983,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,93,29.69158623483164,env-b2,discounting_free
42,discounting_free_vanilla_exact,avg,94,29.691784484072755,env-b2,discounting_free
